"x"
"1",32313.75
"2",29977
"3",29833.5
"4",29613.25
"5",29559.25
"6",29579
"7",29499.5
"8",29539.25
"9",29624.5
"10",30940
"11",30794.25
"12",29693
"13",29730
"14",29682.25
"15",33165
"16",29921.75
"17",29501
"18",29608.25
"19",29701.75
"20",30548.25
"21",29568.75
"22",29477.75
"23",29653.25
"24",29498.25
"25",29652.5
