"x"
"1",6569784.5
"2",5682430
"3",5734062.25
"4",5622609.5
"5",5555973.75
"6",5630365.5
"7",5704541
"8",5557083
"9",5558541.75
"10",5533202.25
"11",5541538.5
"12",5554359.75
"13",5610305.25
"14",5545655
"15",5503837.5
"16",5509565.75
"17",5436651.25
"18",5344335
"19",5334306.5
"20",5353750.75
"21",5394576
"22",5437014.75
"23",5408472
"24",5503912.75
"25",5489937
