"x"
"1",20961015.5
"2",17078454.25
"3",17187544.75
"4",16980747.25
"5",17660750
"6",17181151.25
"7",17174305
"8",17262775
"9",17417888
"10",16921073.25
"11",16910779.75
"12",17125144
"13",16888140
"14",16942296.5
"15",16852528
"16",17098448.5
"17",17339194
"18",17615173.25
"19",17404819.75
"20",17466768
"21",17871458.5
"22",17337124.75
"23",17915435.75
"24",17680807.75
"25",17534147.5
