"x"
"1",10095603.5
"2",9456104.75
"3",9566712.75
"4",9867708.75
"5",9599092.75
"6",9521163
"7",9594883.75
"8",9552487.75
"9",9663982
"10",9590852.25
"11",9404790.25
"12",9330016.25
"13",9348792
"14",9302034.25
"15",9320021.5
"16",9312163.75
"17",9291529
"18",9349745.25
"19",9428654.5
"20",9381949.25
"21",9405804.25
"22",9372485
"23",9389862.5
"24",9459710
"25",9393503.75
